AI_TASK,MODEL,VERSION,INPUT_TILE,PLATFORM,ENGINE,PROCESSOR,PRECISION,QUALITY_METRIC,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY,NOTES,UPDATED BY,LAST UPDATE
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.2,0.1,0.6,4.3,56.2,0.0,60.6,16.5,55422.7,30.2,0.4,0.0,0.0,0.0,0.0,47.2,0.0,0.0,49.4,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,imx8m-nano,ncnn,GPU,F16,/,/,0.2,0.1,0.3,4.2,348.4,0.3,352.9,2.8,9520.7,33.8,0.4,0.0,0.0,0.0,0.0,30.1,0.0,0.0,53.5,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,imx8m-nano,ncnn,GPU,F32,/,/,0.2,0.1,0.6,4.2,348.4,0.3,352.9,2.8,9520.5,33.6,0.4,0.0,0.0,0.0,0.0,30.2,0.0,0.0,52.9,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.2,0.1,0.6,4.4,125.5,0.1,130.0,7.7,25848.1,30.2,0.4,0.0,0.0,0.0,0.0,52.8,0.0,0.0,51.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g1,96x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.6,0.4,1.6,4.1,73.3,0.0,77.5,12.9,43378.9,30.0,0.4,0.0,0.0,0.0,0.0,47.8,0.0,0.0,50.4,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g1,96x112,imx8m-nano,ncnn,GPU,F16,/,/,0.6,0.4,0.8,4.1,320.6,0.3,325.1,3.1,10335.9,34.0,0.4,0.0,0.0,0.0,0.0,30.3,0.0,0.0,53.7,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g1,96x112,imx8m-nano,ncnn,GPU,F32,/,/,0.6,0.4,1.6,4.1,320.9,0.3,325.4,3.1,10326.1,34.0,0.4,0.0,0.0,0.0,0.0,30.3,0.0,0.0,53.3,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g1,96x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.6,0.4,1.6,4.1,220.1,0.1,224.3,4.5,14982.1,29.6,0.4,0.0,0.0,0.0,0.0,52.9,0.0,0.0,52.6,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g16,96x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.1,0.1,0.3,4.7,57.4,0.0,62.1,16.1,54095.7,29.6,0.4,0.0,0.0,0.0,0.0,47.8,0.0,0.0,50.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g16,96x112,imx8m-nano,ncnn,GPU,F16,/,/,0.1,0.1,0.2,4.2,223.0,0.3,227.5,4.4,14767.5,33.8,0.4,0.0,0.0,0.0,0.0,31.1,0.0,0.0,52.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g16,96x112,imx8m-nano,ncnn,GPU,F32,/,/,0.1,0.1,0.3,4.2,223.3,0.4,227.8,4.4,14750.3,34.0,0.4,0.0,0.0,0.0,0.0,31.2,0.0,0.0,51.5,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g16,96x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.1,0.1,0.3,4.4,92.6,0.2,97.2,10.3,34566.0,29.8,0.4,0.0,0.0,0.0,0.0,52.2,0.0,0.0,50.4,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g2,96x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.4,0.2,0.9,4.4,59.3,0.0,63.7,15.7,52728.6,29.9,0.4,0.0,0.0,0.0,0.0,47.6,0.0,0.0,49.4,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g2,96x112,imx8m-nano,ncnn,GPU,F16,/,/,0.4,0.2,0.5,4.2,572.7,0.3,577.2,1.7,5820.8,32.7,0.4,0.0,0.0,0.0,0.0,29.8,0.0,0.0,54.5,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g2,96x112,imx8m-nano,ncnn,GPU,F32,/,/,0.4,0.2,0.9,4.2,572.7,0.3,577.2,1.7,5821.5,33.2,0.4,0.0,0.0,0.0,0.0,29.7,0.0,0.0,53.1,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g2,96x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.4,0.2,0.9,4.1,169.3,0.2,173.6,5.8,19353.6,29.3,0.4,0.0,0.0,0.0,0.0,52.6,0.0,0.0,51.2,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g32,96x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.1,0.1,0.3,4.7,61.3,0.0,66.1,15.1,50867.4,29.8,0.4,0.0,0.0,0.0,0.0,47.9,0.0,0.0,50.1,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g32,96x112,imx8m-nano,ncnn,GPU,F16,/,/,0.1,0.1,0.1,4.2,224.9,0.3,229.4,4.4,14646.8,33.7,0.4,0.0,0.0,0.0,0.0,31.1,0.0,0.0,52.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g32,96x112,imx8m-nano,ncnn,GPU,F32,/,/,0.1,0.1,0.3,4.2,225.1,0.3,229.5,4.4,14638.1,33.5,0.4,0.0,0.0,0.0,0.0,31.1,0.0,0.0,51.6,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g32,96x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.1,0.1,0.3,4.7,88.7,0.1,93.5,10.7,35941.6,29.6,0.4,0.0,0.0,0.0,0.0,52.1,0.0,0.0,51.2,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g4,96x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.2,0.1,0.6,4.4,56.8,0.0,61.2,16.3,54928.0,27.6,0.3,0.0,0.0,0.0,0.0,47.4,0.0,0.0,48.6,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g4,96x112,imx8m-nano,ncnn,GPU,F16,/,/,0.2,0.1,0.3,4.2,348.4,0.3,352.9,2.8,9521.5,31.4,0.4,0.0,0.0,0.0,0.0,30.1,0.0,0.0,53.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g4,96x112,imx8m-nano,ncnn,GPU,F32,/,/,0.2,0.1,0.6,4.2,348.4,0.3,352.9,2.8,9520.9,31.8,0.4,0.0,0.0,0.0,0.0,30.2,0.0,0.0,52.4,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g4,96x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.2,0.1,0.6,4.4,126.3,0.1,130.8,7.6,25691.5,28.0,0.3,0.0,0.0,0.0,0.0,52.7,0.0,0.0,50.2,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g8,96x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.2,0.1,0.4,4.7,55.1,0.0,59.8,16.7,56153.2,29.8,0.4,0.0,0.0,0.0,0.0,47.4,0.0,0.0,49.2,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g8,96x112,imx8m-nano,ncnn,GPU,F16,/,/,0.2,0.1,0.2,4.2,236.1,0.3,240.6,4.2,13964.9,33.5,0.4,0.0,0.0,0.0,0.0,30.7,0.0,0.0,51.6,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g8,96x112,imx8m-nano,ncnn,GPU,F32,/,/,0.2,0.1,0.4,4.2,236.3,0.3,240.8,4.2,13955.2,33.5,0.4,0.0,0.0,0.0,0.0,30.7,0.0,0.0,51.3,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,student_g8,96x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.2,0.1,0.4,4.4,102.2,0.3,106.9,9.4,31423.7,29.5,0.4,0.0,0.0,0.0,0.0,52.2,0.0,0.0,50.4,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,teacher_onnx,96x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.5,8.5,33.8,4.1,64.2,0.0,68.4,14.6,49133.6,31.3,0.4,0.0,0.0,0.0,0.0,47.6,0.0,0.0,50.6,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,teacher_onnx,96x112,imx8m-nano,ncnn,GPU,F16,/,/,0.5,8.5,16.9,4.1,321.3,0.3,325.7,3.1,10315.2,37.6,0.5,0.0,0.0,0.0,0.0,30.4,0.0,0.0,52.9,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,teacher_onnx,96x112,imx8m-nano,ncnn,GPU,F32,/,/,0.5,8.5,33.8,4.1,321.0,0.3,325.4,3.1,10324.7,36.4,0.5,0.0,0.0,0.0,0.0,30.4,0.0,0.0,53.3,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,teacher_onnx,96x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.5,8.5,33.8,4.1,297.6,0.1,301.8,3.3,11132.2,31.3,0.4,0.0,0.0,0.0,0.0,53.6,0.0,0.0,52.5,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,5.66,1.9,4.2,16.6,6.2,516.7,0.0,522.9,1.9,6425.4,28.4,0.4,0.0,0.0,0.0,0.0,53.1,0.0,0.0,54.7,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,imx8m-nano,ncnn,GPU,F16,Avg MAE,5.66,1.9,4.2,8.3,6.2,2096.8,0.4,2103.4,0.5,1597.4,36.4,0.5,0.0,0.0,0.0,0.0,29.3,0.0,0.0,56.6,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,imx8m-nano,ncnn,GPU,F32,Avg MAE,5.66,1.9,4.2,16.6,6.3,2095.0,0.4,2101.7,0.5,1598.7,36.9,0.5,0.0,0.0,0.0,0.0,29.3,0.0,0.0,55.5,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,5.66,1.9,4.2,16.6,6.2,1026.3,0.1,1032.6,1.0,3254.0,28.2,0.4,0.0,0.0,0.0,0.0,53.9,0.0,0.0,54.7,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,5.9,0.0,4.1,16.2,0.4,15.5,0.0,16.0,62.6,210365.9,28.1,0.3,0.0,0.0,0.0,0.0,42.7,0.0,0.0,48.4,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,imx8m-nano,ncnn,GPU,F16,Avg MAE,5.9,0.0,4.1,8.1,0.5,171.7,0.3,172.5,5.8,19476.4,33.0,0.4,0.0,0.0,0.0,0.0,31.7,0.0,0.0,51.0,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,imx8m-nano,ncnn,GPU,F32,Avg MAE,5.9,0.0,4.1,16.2,0.5,171.7,0.3,172.5,5.8,19479.8,33.5,0.5,0.0,0.0,0.0,0.0,31.7,0.0,0.0,50.0,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,5.9,0.0,4.1,16.2,0.5,96.7,0.1,97.2,10.3,34576.1,27.9,0.3,0.0,0.0,0.0,0.0,53.1,0.0,0.0,49.0,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,7.25,0.1,4.1,16.2,0.5,20.3,0.0,20.8,48.0,161439.2,28.1,0.3,0.0,0.0,0.0,0.0,43.6,0.0,0.0,47.6,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,imx8m-nano,ncnn,GPU,F16,Avg MAE,7.25,0.1,4.1,8.1,0.5,185.5,0.3,186.4,5.4,18030.3,33.2,0.4,0.0,0.0,0.0,0.0,31.6,0.0,0.0,51.2,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,imx8m-nano,ncnn,GPU,F32,Avg MAE,7.25,0.1,4.1,16.2,0.5,185.3,0.3,186.2,5.4,18049.1,33.6,0.5,0.0,0.0,0.0,0.0,31.6,0.0,0.0,50.1,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,7.25,0.1,4.1,16.2,0.5,116.9,0.1,117.5,8.5,28595.4,28.0,0.3,0.0,0.0,0.0,0.0,53.4,0.0,0.0,49.3,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x48,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,6.32,0.1,4.1,16.2,0.8,35.4,0.0,36.3,27.6,92684.8,28.2,0.4,0.0,0.0,0.0,0.0,45.6,0.0,0.0,48.4,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x48,imx8m-nano,ncnn,GPU,F16,Avg MAE,6.32,0.1,4.1,8.1,0.8,256.1,0.3,257.2,3.9,13065.6,33.8,0.5,0.0,0.0,0.0,0.0,30.9,0.0,0.0,51.2,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x48,imx8m-nano,ncnn,GPU,F32,Avg MAE,6.32,0.1,4.1,16.2,0.8,256.4,0.3,257.5,3.9,13049.9,33.9,0.5,0.0,0.0,0.0,0.0,31.0,0.0,0.0,50.6,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x48,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,6.32,0.1,4.1,16.2,0.8,144.0,0.1,144.9,6.9,23193.4,28.2,0.3,0.0,0.0,0.0,0.0,53.3,0.0,0.0,49.7,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x64,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,5.82,0.2,4.1,16.2,0.9,46.9,0.0,47.8,20.9,70220.2,28.8,0.4,0.0,0.0,0.0,0.0,46.4,0.0,0.0,49.8,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x64,imx8m-nano,ncnn,GPU,F16,Avg MAE,5.82,0.2,4.1,8.1,1.0,281.7,0.3,283.0,3.5,11873.8,33.8,0.5,0.0,0.0,0.0,0.0,30.9,0.0,0.0,52.3,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x64,imx8m-nano,ncnn,GPU,F32,Avg MAE,5.82,0.2,4.1,16.2,1.0,281.2,0.4,282.6,3.5,11889.1,34.6,0.5,0.0,0.0,0.0,0.0,30.9,0.0,0.0,51.8,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x64,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,5.82,0.2,4.1,16.2,1.0,167.8,0.1,168.8,5.9,19901.8,28.8,0.4,0.0,0.0,0.0,0.0,53.2,0.0,0.0,51.0,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,resnet50-mpiigaze,224x224,imx8m-nano,lne,GPU/CPU,F32,/,/,8.2,25.6,102.3,6.2,1131.6,0.0,1137.9,0.9,2952.9,42.9,0.6,0.0,0.0,0.0,0.0,54.0,0.0,0.0,59.3,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,resnet50-mpiigaze,224x224,imx8m-nano,ncnn,GPU,F16,/,/,8.2,25.6,51.2,6.2,7821.3,0.4,7827.9,0.1,429.2,61.2,1.0,0.0,0.0,0.0,0.0,28.9,0.0,0.0,56.9,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,resnet50-mpiigaze,224x224,imx8m-nano,ncnn,GPU,F32,/,/,8.2,25.6,102.3,6.2,7830.9,0.4,7837.5,0.1,428.7,63.7,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,57.7,0.0,0.0,0.0,,,
eyegaze,eyegaze-rankgaze,resnet50-mpiigaze,224x224,imx8m-nano,onnxruntime,CPU,F32,/,/,8.2,25.6,102.3,6.2,3083.4,0.1,3089.7,0.3,1087.5,33.0,0.4,0.0,0.0,0.0,0.0,53.9,0.0,0.0,57.1,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512,112x112,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,4.4,0.5,6.2,25.0,3.2,126.1,0.0,129.3,7.7,25993.6,26.8,0.3,0.0,0.0,0.0,0.0,49.5,0.0,0.0,51.2,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512,112x112,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,4.4,0.5,6.2,25.0,3.2,402.4,0.1,405.7,2.5,8282.0,26.7,0.3,0.0,0.0,0.0,0.0,53.6,0.0,0.0,52.2,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512,192x224,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,4.63,1.6,6.3,25.2,5.3,431.3,0.0,436.7,2.3,7694.8,27.9,0.4,0.0,0.0,0.0,0.0,52.6,0.0,0.0,54.2,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512,192x224,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,4.63,1.6,6.3,25.2,5.4,974.8,0.1,980.3,1.0,3427.7,27.7,0.4,0.0,0.0,0.0,0.0,53.8,0.0,0.0,54.3,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512,224x224,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,4.43,1.9,6.3,25.3,6.1,519.7,0.0,525.8,1.9,6389.8,22.4,0.3,0.0,0.0,0.0,0.0,52.8,0.0,0.0,58.6,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512,224x224,imx8m-nano,ncnn,GPU,F16,Avg MAE,4.43,1.9,6.3,12.6,6.2,2164.6,0.4,2171.1,0.5,1547.6,30.7,0.5,0.0,0.0,0.0,0.0,29.0,0.0,0.0,60.2,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512,224x224,imx8m-nano,ncnn,GPU,F32,Avg MAE,4.43,1.9,6.3,25.3,6.2,2163.6,0.4,2170.2,0.5,1548.3,31.8,0.5,0.0,0.0,0.0,0.0,29.0,0.0,0.0,59.8,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512,224x224,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,4.43,1.9,6.3,25.3,6.1,1138.0,0.1,1144.2,0.9,2936.6,22.8,0.3,0.0,0.0,0.0,0.0,53.6,0.0,0.0,59.8,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512,96x112,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,4.63,0.4,6.2,25.0,2.8,108.3,0.0,111.2,9.0,30213.3,27.3,0.3,0.0,0.0,0.0,0.0,49.2,0.0,0.0,51.7,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512,96x112,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,4.63,0.4,6.2,25.0,2.9,362.3,0.1,365.2,2.7,9200.4,27.3,0.3,0.0,0.0,0.0,0.0,53.3,0.0,0.0,52.7,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512onlypose,96x112,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,4.34,0.4,3.0,12.1,2.9,108.6,0.0,111.5,9.0,30127.5,26.7,0.3,0.0,0.0,0.0,0.0,49.3,0.0,0.0,51.4,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512onlypose,96x112,imx8m-nano,ncnn,GPU,F16,Avg MAE,4.34,0.4,3.0,6.0,2.8,550.5,0.4,553.7,1.8,6068.2,32.1,0.4,0.0,0.0,0.0,0.0,29.8,0.0,0.0,53.0,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512onlypose,96x112,imx8m-nano,ncnn,GPU,F32,Avg MAE,4.34,0.4,3.0,12.1,2.8,550.6,0.3,553.7,1.8,6068.1,32.4,0.4,0.0,0.0,0.0,0.0,29.8,0.0,0.0,52.5,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetfc512onlypose,96x112,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,4.34,0.4,3.0,12.1,2.9,310.4,0.1,313.3,3.2,10724.6,26.9,0.3,0.0,0.0,0.0,0.0,53.3,0.0,0.0,51.8,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetonlyposefc512,112x112,imx8m-nano,lne,GPU/CPU,F32,Avg MAE,4.38,0.5,3.0,12.1,3.2,127.3,0.0,130.5,7.7,25746.8,25.4,0.3,0.0,0.0,0.0,0.0,49.7,0.0,0.0,51.7,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetonlyposefc512,112x112,imx8m-nano,ncnn,GPU,F16,Avg MAE,4.38,0.5,3.0,6.1,3.2,623.7,0.3,627.2,1.6,5356.9,32.4,0.4,0.0,0.0,0.0,0.0,29.8,0.0,0.0,53.3,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetonlyposefc512,112x112,imx8m-nano,ncnn,GPU,F32,Avg MAE,4.38,0.5,3.0,12.1,3.2,624.3,0.3,627.8,1.6,5352.1,32.7,0.4,0.0,0.0,0.0,0.0,29.8,0.0,0.0,53.7,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,mobilefacenetonlyposefc512,112x112,imx8m-nano,onnxruntime,CPU,F32,Avg MAE,4.38,0.5,3.0,12.1,3.2,349.6,0.1,352.8,2.8,9522.8,27.1,0.3,0.0,0.0,0.0,0.0,53.5,0.0,0.0,52.1,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,resnet50,224x224,imx8m-nano,lne,GPU/CPU,F32,/,/,8.2,23.8,95.1,6.2,1130.4,0.0,1136.6,0.9,2956.1,42.2,0.6,0.0,0.0,0.0,0.0,54.0,0.0,0.0,58.8,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,resnet50,224x224,imx8m-nano,ncnn,GPU,F16,/,/,8.2,23.8,47.5,6.2,7850.5,0.4,7857.1,0.1,427.6,60.2,1.0,0.0,0.0,0.0,0.0,28.9,0.0,0.0,57.9,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,resnet50,224x224,imx8m-nano,ncnn,GPU,F32,/,/,8.2,23.8,95.1,6.2,7851.4,0.4,7858.0,0.1,427.6,62.5,1.0,0.0,0.0,0.0,0.0,28.9,0.0,0.0,56.9,0.0,0.0,0.0,,,
headpose-estimation,headpose-rankpose,resnet50,224x224,imx8m-nano,onnxruntime,CPU,F32,/,/,8.2,23.8,95.1,6.2,3034.3,0.1,3040.5,0.3,1105.1,32.4,0.4,0.0,0.0,0.0,0.0,53.9,0.0,0.0,56.5,0.0,0.0,0.0,,,
imagenet,imagenet-alexnet,benchmark,227x227,imx8m-nano,lne,GPU/CPU,F32,Accuracy top-1,56.6,1.4,61.0,243.9,6.3,324.9,0.0,331.2,3.0,10145.1,43.0,0.6,0.0,0.0,0.0,0.0,51.7,0.0,0.0,53.3,0.0,0.0,0.0,,,
imagenet,imagenet-alexnet,benchmark,227x227,imx8m-nano,onnxruntime,CPU,F32,Accuracy top-1,56.6,1.4,61.0,243.9,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
imagenet,imagenet-efficientb0,default,224x224,imx8m-nano,lne,GPU/CPU,F32,Accuracy top-1,77.1,0.8,5.3,21.1,6.2,559.0,0.0,565.2,1.8,5944.6,31.7,0.4,0.0,0.0,0.0,0.0,52.4,0.0,0.0,53.4,0.0,0.0,0.0,,,
imagenet,imagenet-efficientb0,default,224x224,imx8m-nano,ncnn,GPU,F16,Accuracy top-1,77.1,0.8,5.3,10.5,6.2,1174.8,0.5,1181.6,0.8,2843.7,39.4,0.6,0.0,0.0,0.0,0.0,29.6,0.0,0.0,56.1,0.0,0.0,0.0,,,
imagenet,imagenet-efficientb0,default,224x224,imx8m-nano,ncnn,GPU,F32,Accuracy top-1,77.1,0.8,5.3,21.1,6.2,1173.1,0.5,1179.8,0.8,2847.9,39.8,0.6,0.0,0.0,0.0,0.0,29.6,0.0,0.0,55.8,0.0,0.0,0.0,,,
imagenet,imagenet-efficientb0,default,224x224,imx8m-nano,onnxruntime,CPU,F32,Accuracy top-1,77.1,0.8,5.3,21.1,6.2,883.0,0.1,889.3,1.1,3778.3,31.3,0.4,0.0,0.0,0.0,0.0,53.6,0.0,0.0,54.1,0.0,0.0,0.0,,,
imagenet,imagenet-googlenet,benchmark,224x224,imx8m-nano,lne,GPU/CPU,F32,Accuracy top-1,66.5,3.2,7.0,28.0,6.1,550.7,0.0,556.9,1.8,6033.3,34.1,0.5,0.0,0.0,0.0,0.0,52.7,0.0,0.0,54.8,0.0,0.0,0.0,,,
imagenet,imagenet-googlenet,benchmark,224x224,imx8m-nano,onnxruntime,CPU,F32,Accuracy top-1,66.5,3.2,7.0,28.0,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
imagenet,imagenet-mobilenet,default,224x224,imx8m-nano,lne,GPU/CPU,F32,Accuracy top-1,69.5,1.1,4.2,16.9,6.1,220.5,0.1,226.7,4.4,14820.4,30.6,0.4,0.0,0.0,0.0,0.0,50.8,0.0,0.0,53.7,0.0,0.0,0.0,,,
imagenet,imagenet-mobilenet,default,224x224,imx8m-nano,onnxruntime,CPU,F32,Accuracy top-1,69.5,1.1,4.2,16.9,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
