AI_TASK,MODEL,VERSION,INPUT_TILE,PLATFORM,ENGINE,PROCESSOR,PRECISION,QUALITY_METRIC,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY,NOTES,UPDATED BY,LAST UPDATE
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x640,imx8m-nano,lne,GPU/CPU,F32,AP-medium,84.0,3.7,0.7,2.9,42.5,1012.5,36.2,1091.1,0.9,3079.5,36.8,0.5,0.0,0.0,0.0,0.0,53.5,0.0,0.0,57.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x640,imx8m-nano,ncnn,GPU,F16,AP-medium,84.0,3.7,0.7,1.5,42.3,7054.0,415.4,7511.7,0.1,447.3,49.2,0.7,0.0,0.0,0.0,0.0,29.4,0.0,0.0,59.5,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x640,imx8m-nano,ncnn,GPU,F32,AP-medium,84.0,3.7,0.7,2.9,42.5,7056.4,415.2,7514.1,0.1,447.2,49.5,0.8,0.0,0.0,0.0,0.0,29.4,0.0,0.0,58.5,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x640,imx8m-nano,onnxruntime,CPU,F32,AP-medium,84.0,3.7,0.7,2.9,59.3,2067.0,75.7,2202.0,0.5,1525.9,32.9,0.4,0.0,0.0,0.0,0.0,53.6,0.0,0.0,57.4,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x380,imx8m-nano,lne,GPU/CPU,F32,AP-medium,79.7,2.2,0.7,2.9,32.0,600.8,26.5,659.3,1.5,5096.5,34.9,0.5,0.0,0.0,0.0,0.0,52.9,0.0,0.0,55.9,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x380,imx8m-nano,ncnn,GPU,F16,AP-medium,79.7,2.2,0.7,1.5,26.8,4249.4,251.1,4527.2,0.2,742.2,46.1,0.7,0.0,0.0,0.0,0.0,29.5,0.0,0.0,59.0,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x380,imx8m-nano,ncnn,GPU,F32,AP-medium,79.7,2.2,0.7,2.9,26.7,4248.8,251.1,4526.6,0.2,742.3,45.9,0.7,0.0,0.0,0.0,0.0,29.5,0.0,0.0,58.7,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x380,imx8m-nano,onnxruntime,CPU,F32,AP-medium,79.7,2.2,0.7,2.9,27.0,1289.1,39.8,1355.8,0.7,2478.2,33.5,0.4,0.0,0.0,0.0,0.0,53.3,0.0,0.0,57.0,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x480,imx8m-nano,lne,GPU/CPU,F32,AP-medium,82.9,2.8,0.7,2.9,32.8,754.8,26.9,814.6,1.2,4124.9,35.8,0.5,0.0,0.0,0.0,0.0,53.1,0.0,0.0,56.9,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x480,imx8m-nano,ncnn,GPU,F16,AP-medium,82.9,2.8,0.7,1.5,32.7,5297.6,282.7,5613.0,0.2,598.6,46.8,0.7,0.0,0.0,0.0,0.0,29.4,0.0,0.0,59.0,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x480,imx8m-nano,ncnn,GPU,F32,AP-medium,82.9,2.8,0.7,2.9,32.8,5297.1,282.6,5612.6,0.2,598.7,47.2,0.7,0.0,0.0,0.0,0.0,29.4,0.0,0.0,57.7,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x480,imx8m-nano,onnxruntime,CPU,F32,AP-medium,82.9,2.8,0.7,2.9,45.0,1570.9,58.6,1674.5,0.6,2006.6,33.4,0.4,0.0,0.0,0.0,0.0,53.4,0.0,0.0,57.0,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x320,imx8m-nano,lne,GPU/CPU,F32,AP-medium,64.0,1.7,1.4,5.7,11.8,388.9,9.3,410.0,2.4,8194.6,34.0,0.4,0.0,0.0,0.0,0.0,51.9,0.0,0.0,55.1,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x320,imx8m-nano,ncnn,GPU,F16,AP-medium,64.0,1.7,1.4,2.8,11.8,2508.1,119.1,2639.0,0.4,1273.2,44.4,0.6,0.0,0.0,0.0,0.0,29.4,0.0,0.0,57.1,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x320,imx8m-nano,ncnn,GPU,F32,AP-medium,64.0,1.7,1.4,5.7,11.7,2506.6,119.2,2637.5,0.4,1274.0,44.2,0.6,0.0,0.0,0.0,0.0,29.4,0.0,0.0,56.5,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x320,imx8m-nano,onnxruntime,CPU,F32,AP-medium,64.0,1.7,1.4,5.7,11.7,910.3,17.4,939.4,1.1,3576.8,33.2,0.4,0.0,0.0,0.0,0.0,53.3,0.0,0.0,54.9,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x185,imx8m-nano,lne,GPU/CPU,F32,AP-medium,52.2,1.0,1.4,5.7,7.5,229.0,5.6,242.2,4.1,13875.3,32.5,0.4,0.0,0.0,0.0,0.0,50.6,0.0,0.0,52.8,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x185,imx8m-nano,ncnn,GPU,F16,AP-medium,52.2,1.0,1.4,2.8,7.5,1501.3,72.8,1581.6,0.6,2124.5,43.4,0.6,0.0,0.0,0.0,0.0,29.5,0.0,0.0,56.8,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x185,imx8m-nano,ncnn,GPU,F32,AP-medium,52.2,1.0,1.4,5.7,7.5,1501.8,72.8,1582.2,0.6,2123.7,43.3,0.6,0.0,0.0,0.0,0.0,29.5,0.0,0.0,55.4,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x185,imx8m-nano,onnxruntime,CPU,F32,AP-medium,52.2,1.0,1.4,5.7,7.5,554.9,9.3,571.7,1.7,5877.2,32.7,0.4,0.0,0.0,0.0,0.0,53.2,0.0,0.0,53.6,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x250,imx8m-nano,lne,GPU/CPU,F32,AP-medium,62.5,1.3,1.4,5.7,9.6,311.1,7.5,328.1,3.0,10239.8,34.3,0.4,0.0,0.0,0.0,0.0,51.6,0.0,0.0,54.5,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x250,imx8m-nano,ncnn,GPU,F16,AP-medium,62.5,1.3,1.4,2.8,9.6,1999.4,97.0,2105.9,0.5,1595.5,44.3,0.6,0.0,0.0,0.0,0.0,29.4,0.0,0.0,56.3,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x250,imx8m-nano,ncnn,GPU,F32,AP-medium,62.5,1.3,1.4,5.7,9.6,1998.4,97.0,2104.9,0.5,1596.2,44.4,0.6,0.0,0.0,0.0,0.0,29.5,0.0,0.0,55.8,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x250,imx8m-nano,onnxruntime,CPU,F32,AP-medium,62.5,1.3,1.4,5.7,9.6,749.1,19.5,778.2,1.3,4317.9,33.4,0.4,0.0,0.0,0.0,0.0,53.2,0.0,0.0,54.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x640,imx8m-nano,lne,GPU/CPU,F32,AP-medium,86.0,6.6,1.4,5.7,51.3,1627.4,44.4,1723.2,0.6,1949.9,37.7,0.5,0.0,0.0,0.0,0.0,53.8,0.0,0.0,56.4,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x640,imx8m-nano,ncnn,GPU,F16,AP-medium,86.0,6.6,1.4,2.8,42.6,9871.7,468.2,10382.6,0.1,323.6,54.1,0.8,0.0,0.0,0.0,0.0,29.2,0.0,0.0,57.8,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x640,imx8m-nano,ncnn,GPU,F32,AP-medium,86.0,6.6,1.4,5.7,42.6,9870.3,468.5,10381.4,0.1,323.7,55.0,0.8,0.0,0.0,0.0,0.0,29.2,0.0,0.0,57.7,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x640,imx8m-nano,onnxruntime,CPU,F32,AP-medium,86.0,6.6,1.4,5.7,58.6,3170.6,76.3,3305.6,0.3,1016.5,34.4,0.4,0.0,0.0,0.0,0.0,53.7,0.0,0.0,57.9,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x380,imx8m-nano,lne,GPU/CPU,F32,AP-medium,81.6,3.9,1.4,5.7,26.7,953.2,21.9,1001.8,1.0,3353.8,36.3,0.5,0.0,0.0,0.0,0.0,53.4,0.0,0.0,56.9,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x380,imx8m-nano,ncnn,GPU,F16,AP-medium,81.6,3.9,1.4,2.8,26.7,5925.1,283.2,6235.0,0.2,538.9,49.4,0.7,0.0,0.0,0.0,0.0,29.3,0.0,0.0,57.7,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x380,imx8m-nano,ncnn,GPU,F32,AP-medium,81.6,3.9,1.4,5.7,26.7,5930.0,282.8,6239.4,0.2,538.5,50.3,0.7,0.0,0.0,0.0,0.0,29.3,0.0,0.0,57.0,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x380,imx8m-nano,onnxruntime,CPU,F32,AP-medium,81.6,3.9,1.4,5.7,26.9,2002.6,41.6,2071.0,0.5,1622.4,33.6,0.4,0.0,0.0,0.0,0.0,53.6,0.0,0.0,56.4,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x480,imx8m-nano,lne,GPU/CPU,F32,AP-medium,84.9,4.9,1.4,5.7,39.7,1191.6,33.5,1264.8,0.8,2656.5,36.8,0.5,0.0,0.0,0.0,0.0,53.7,0.0,0.0,56.5,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x480,imx8m-nano,ncnn,GPU,F16,AP-medium,84.9,4.9,1.4,2.8,33.1,7378.7,330.8,7742.5,0.1,434.0,51.5,0.8,0.0,0.0,0.0,0.0,29.2,0.0,0.0,57.1,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x480,imx8m-nano,ncnn,GPU,F32,AP-medium,84.9,4.9,1.4,5.7,33.3,7374.0,332.0,7739.3,0.1,434.1,52.1,0.8,0.0,0.0,0.0,0.0,29.2,0.0,0.0,57.8,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x480,imx8m-nano,onnxruntime,CPU,F32,AP-medium,84.9,4.9,1.4,5.7,33.0,2519.3,51.4,2603.8,0.4,1290.4,34.7,0.4,0.0,0.0,0.0,0.0,53.7,0.0,0.0,56.4,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x320,imx8m-nano,lne,GPU/CPU,F32,AP-medium,68.4,2.9,2.5,10.0,11.7,592.5,9.4,613.6,1.6,5475.8,35.4,0.5,0.0,0.0,0.0,0.0,52.8,0.0,0.0,55.4,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x320,imx8m-nano,ncnn,GPU,F16,AP-medium,68.4,2.9,2.5,5.0,11.8,4100.4,137.0,4249.2,0.2,790.7,47.0,0.7,0.0,0.0,0.0,0.0,29.2,0.0,0.0,57.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x320,imx8m-nano,ncnn,GPU,F32,AP-medium,68.4,2.9,2.5,10.0,11.7,4103.2,137.1,4252.0,0.2,790.2,47.4,0.7,0.0,0.0,0.0,0.0,29.2,0.0,0.0,56.7,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x320,imx8m-nano,onnxruntime,CPU,F32,AP-medium,68.4,2.9,2.5,10.0,11.7,1387.6,21.2,1420.5,0.7,2365.4,34.1,0.4,0.0,0.0,0.0,0.0,53.5,0.0,0.0,55.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x185,imx8m-nano,lne,GPU/CPU,F32,AP-medium,56.9,1.7,2.5,10.0,7.5,346.1,5.6,359.2,2.8,9354.6,35.2,0.4,0.0,0.0,0.0,0.0,51.7,0.0,0.0,54.1,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x185,imx8m-nano,ncnn,GPU,F16,AP-medium,56.9,1.7,2.5,5.0,7.5,2454.4,83.5,2545.5,0.4,1320.0,45.3,0.6,0.0,0.0,0.0,0.0,29.3,0.0,0.0,56.5,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x185,imx8m-nano,ncnn,GPU,F32,AP-medium,56.9,1.7,2.5,10.0,7.5,2452.0,83.5,2543.0,0.4,1321.3,44.9,0.6,0.0,0.0,0.0,0.0,29.3,0.0,0.0,57.0,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x185,imx8m-nano,onnxruntime,CPU,F32,AP-medium,56.9,1.7,2.5,10.0,7.5,852.1,16.3,875.9,1.1,3836.2,33.7,0.4,0.0,0.0,0.0,0.0,53.3,0.0,0.0,55.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,imx8m-nano,lne,GPU/CPU,F32,AP-medium,66.5,2.3,2.5,10.0,9.6,466.0,7.4,483.0,2.1,6956.4,35.4,0.5,0.0,0.0,0.0,0.0,52.3,0.0,0.0,54.8,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,imx8m-nano,ncnn,GPU,F16,AP-medium,66.5,2.3,2.5,5.0,9.6,3273.3,111.2,3394.1,0.3,990.0,46.4,0.7,0.0,0.0,0.0,0.0,29.3,0.0,0.0,57.7,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,imx8m-nano,ncnn,GPU,F32,AP-medium,66.5,2.3,2.5,10.0,9.5,3274.3,111.0,3394.8,0.3,989.7,46.7,0.7,0.0,0.0,0.0,0.0,29.2,0.0,0.0,56.5,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,imx8m-nano,onnxruntime,CPU,F32,AP-medium,66.5,2.3,2.5,10.0,9.6,1136.7,14.3,1160.6,0.9,2895.1,34.3,0.4,0.0,0.0,0.0,0.0,53.4,0.0,0.0,55.0,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,imx8m-nano,lne,GPU/CPU,F32,AP-medium,87.3,11.4,2.5,10.0,50.6,2546.5,44.6,2641.7,0.4,1271.9,39.2,0.5,0.0,0.0,0.0,0.0,53.9,0.0,0.0,57.9,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,imx8m-nano,ncnn,GPU,F16,AP-medium,87.3,11.4,2.5,5.0,42.4,16123.5,538.6,16704.4,0.1,201.1,60.7,1.0,0.0,0.0,0.0,0.0,29.1,0.0,0.0,57.9,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,imx8m-nano,ncnn,GPU,F32,AP-medium,87.3,11.4,2.5,10.0,42.5,16139.5,538.6,16720.7,0.1,200.9,62.2,1.0,0.0,0.0,0.0,0.0,29.1,0.0,0.0,58.3,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,imx8m-nano,onnxruntime,CPU,F32,AP-medium,87.3,11.4,2.5,10.0,51.2,4706.1,71.7,4828.9,0.2,695.8,35.7,0.5,0.0,0.0,0.0,0.0,53.9,0.0,0.0,57.5,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,imx8m-nano,lne,GPU/CPU,F32,AP-medium,83.3,6.8,2.5,10.0,26.8,1422.8,22.1,1471.7,0.7,2283.1,38.0,0.5,0.0,0.0,0.0,0.0,53.9,0.0,0.0,57.6,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,imx8m-nano,ncnn,GPU,F16,AP-medium,83.3,6.8,2.5,5.0,26.8,9710.5,325.4,10062.7,0.1,333.9,54.1,0.8,0.0,0.0,0.0,0.0,29.1,0.0,0.0,58.6,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,imx8m-nano,ncnn,GPU,F32,AP-medium,83.3,6.8,2.5,10.0,27.1,9708.3,326.3,10061.7,0.1,333.9,54.7,0.8,0.0,0.0,0.0,0.0,29.1,0.0,0.0,57.7,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,imx8m-nano,onnxruntime,CPU,F32,AP-medium,83.3,6.8,2.5,10.0,27.0,2986.2,45.3,3058.4,0.3,1098.6,35.7,0.5,0.0,0.0,0.0,0.0,53.7,0.0,0.0,57.7,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,imx8m-nano,lne,GPU/CPU,F32,AP-medium,86.2,8.6,2.5,10.0,38.8,1914.4,33.3,1986.5,0.5,1691.5,38.6,0.5,0.0,0.0,0.0,0.0,53.8,0.0,0.0,57.5,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,imx8m-nano,ncnn,GPU,F16,AP-medium,86.2,8.6,2.5,5.0,33.0,12151.1,383.3,12567.5,0.1,267.4,56.7,0.9,0.0,0.0,0.0,0.0,29.1,0.0,0.0,57.7,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,imx8m-nano,ncnn,GPU,F32,AP-medium,86.2,8.6,2.5,10.0,33.0,12162.3,384.0,12579.3,0.1,267.1,57.7,0.9,0.0,0.0,0.0,0.0,29.1,0.0,0.0,57.6,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,imx8m-nano,onnxruntime,CPU,F32,AP-medium,86.2,8.6,2.5,10.0,33.1,3612.2,51.8,3697.0,0.3,908.8,36.1,0.5,0.0,0.0,0.0,0.0,53.8,0.0,0.0,57.0,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,imx8m-nano,lne,GPU/CPU,F32,/,/,17.4,24.4,97.4,12.0,2355.2,2.1,2369.2,0.4,1418.2,41.1,0.6,0.0,0.0,0.0,0.0,54.1,0.0,0.0,61.1,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,imx8m-nano,ncnn,GPU,F16,/,/,17.4,24.4,48.7,11.8,16203.7,217.4,16432.9,0.1,204.5,66.2,1.1,0.0,0.0,0.0,0.0,28.8,0.0,0.0,57.6,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,imx8m-nano,ncnn,GPU,F32,/,/,17.4,24.4,97.4,11.7,16206.4,217.1,16435.2,0.1,204.4,68.6,1.2,0.0,0.0,0.0,0.0,28.8,0.0,0.0,57.8,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,imx8m-nano,onnxruntime,CPU,F32,/,/,17.4,24.4,97.4,11.8,5163.8,2.6,5178.1,0.2,648.9,30.6,0.4,0.0,0.0,0.0,0.0,53.9,0.0,0.0,57.7,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,imx8m-nano,lne,GPU/CPU,F32,/,/,81.4,28.5,114.1,42.3,11747.1,8.3,11797.7,0.1,284.8,51.9,0.8,0.0,0.0,0.0,0.0,54.3,0.0,0.0,61.9,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,imx8m-nano,ncnn,GPU,F16,/,/,81.4,28.5,57.1,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,imx8m-nano,ncnn,GPU,F32,/,/,81.4,28.5,114.1,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,imx8m-nano,onnxruntime,CPU,F32,/,/,81.4,28.5,114.1,42.8,23090.3,20.7,23153.8,0.0,145.1,36.8,0.6,0.0,0.0,0.0,0.0,53.9,0.0,0.0,58.6,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,imx8m-nano,lne,GPU/CPU,F32,/,/,52.0,24.4,97.4,33.5,7146.6,6.3,7186.4,0.1,467.5,51.8,0.8,0.0,0.0,0.0,0.0,54.2,0.0,0.0,60.5,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,imx8m-nano,ncnn,GPU,F16,/,/,52.0,24.4,48.7,33.2,47209.2,638.2,47880.6,0.0,70.2,97.0,1.7,0.0,0.0,0.0,0.0,28.9,0.0,0.0,57.9,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,imx8m-nano,ncnn,GPU,F32,/,/,52.0,24.4,97.4,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,imx8m-nano,onnxruntime,CPU,F32,/,/,52.0,24.4,97.4,32.7,14557.4,18.0,14608.1,0.1,230.0,35.3,0.5,0.0,0.0,0.0,0.0,53.9,0.0,0.0,58.2,0.0,0.0,0.0,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.4,1.0,4.0,2.8,134.3,0.0,137.1,7.3,24502.2,28.3,0.3,0.0,0.0,0.0,0.0,49.8,0.0,0.0,51.1,0.0,0.0,0.0,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,imx8m-nano,ncnn,GPU,F16,/,/,0.4,1.0,2.0,2.7,564.6,0.4,567.7,1.8,5918.3,32.6,0.4,0.0,0.0,0.0,0.0,29.7,0.0,0.0,53.9,0.0,0.0,0.0,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,imx8m-nano,ncnn,GPU,F32,/,/,0.4,1.0,4.0,2.7,565.8,0.4,568.9,1.8,5905.6,32.7,0.4,0.0,0.0,0.0,0.0,29.7,0.0,0.0,52.3,0.0,0.0,0.0,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.4,1.0,4.0,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.1,0.3,1.1,3.1,25.3,0.0,28.4,35.2,118298.1,27.8,0.3,0.0,0.0,0.0,0.0,44.1,0.0,0.0,48.1,0.0,0.0,0.0,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,imx8m-nano,ncnn,GPU,F16,/,/,0.1,0.3,0.5,2.8,130.4,0.3,133.5,7.5,25161.9,32.2,0.4,0.0,0.0,0.0,0.0,31.9,0.0,0.0,50.3,0.0,0.0,0.0,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,imx8m-nano,ncnn,GPU,F32,/,/,0.1,0.3,1.1,2.6,130.4,0.3,133.4,7.5,25195.5,32.0,0.4,0.0,0.0,0.0,0.0,31.6,0.0,0.0,49.8,0.0,0.0,0.0,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.1,0.3,1.1,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,imx8m-nano,lne,GPU/CPU,F32,/,/,0.4,2.7,10.8,4.1,46.3,0.0,50.4,19.8,66639.0,30.6,0.4,0.0,0.0,0.0,0.0,46.1,0.0,0.0,49.8,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,imx8m-nano,ncnn,GPU,F16,/,/,0.4,2.7,5.4,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,imx8m-nano,ncnn,GPU,F32,/,/,0.4,2.7,10.8,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,imx8m-nano,onnxruntime,CPU,F32,/,/,0.4,2.7,10.8,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
