var_0,var_1,var_2,var_3,time,memory
11,49,43,16,70.33440661,39.189979
24,25,4,36,68.73318458,21.802355
40,13,22,29,69.49699616,47.463212
44,10,22,35,69.45898914,47.463735
27,43,35,15,69.62277102,47.439349
26,37,52,10,69.50498939,45.881735
9,18,6,48,68.38139749,28.694179
26,29,27,29,69.3213079,47.463869
43,9,37,50,68.69779491,47.463748
28,7,21,20,69.2982285,47.460745
19,39,52,23,69.50049901,47.43744
9,7,44,19,68.28094959,35.286289
29,37,20,11,69.50101542,46.777052
47,7,42,29,69.76454663,47.463305
32,5,52,49,69.08931732,47.464247
35,7,30,42,69.31988025,47.463525
35,44,36,15,69.50078344,47.439322
24,46,34,6,69.05166388,38.343688
31,38,34,45,69.30375195,47.463793
37,28,15,25,68.80447531,46.2997
41,39,44,7,67.32465506,40.239087
20,44,20,8,69.45602632,42.188882
19,14,19,7,69.18164945,40.239025
13,9,4,40,70.24093509,21.797512
16,37,18,52,69.35808372,46.970345
14,20,19,50,70.16623116,44.91967
16,27,12,13,69.32272696,41.101527
31,51,9,10,70.37956834,35.190646
24,9,45,13,69.56394315,47.437823
48,52,6,32,69.6828897,28.679569
42,17,45,32,70.86534286,47.454139
42,12,16,48,69.56910586,46.980676
47,17,52,17,69.35074139,47.453516
8,30,33,15,69.44449615,33.21787
10,29,6,50,70.3164885,28.693811
20,33,41,42,70.58567762,47.445949
41,37,29,44,71.18493104,47.448712
16,15,37,37,70.61162853,46.969067
29,8,44,47,69.70313334,47.443826
32,32,16,35,70.86720419,46.966288
45,37,9,13,70.46845675,35.222736
40,34,44,11,70.90213275,46.77703
36,41,43,19,69.63400245,47.44873
51,24,34,34,66.69177079,47.463327
47,25,32,48,71.3725853,47.46362
29,12,20,50,70.61273766,47.445438
41,5,19,27,71.48286963,47.43676
46,12,14,21,69.24612355,44.924434
26,46,30,24,71.89441252,47.464357
15,8,23,15,69.86364198,46.301861
38,18,24,18,68.05758381,47.461969
16,17,5,27,70.17658448,26.708916
20,29,16,7,69.30907178,40.238952
24,19,37,32,70.63380527,47.457797
43,22,13,24,70.74011803,43.020469
22,13,42,48,70.39614272,47.46335
23,19,38,45,68.73954582,47.461596
11,40,20,25,68.93552017,39.195924
32,38,24,49,71.81499767,47.462637
26,39,29,8,71.21910596,42.18893
39,28,10,36,71.36635041,37.233368
32,23,31,39,71.39501238,47.462307
17,5,13,26,68.68939352,43.020663
5,50,6,5,66.30049157,27.178022
40,30,34,43,71.01355362,47.442518
18,22,48,13,68.57965517,47.436285
51,31,23,7,70.32034945,40.239081
44,23,8,13,69.55624199,33.148658
48,37,40,22,68.75788355,47.4646
16,47,5,4,68.59911275,27.538852
37,10,9,13,70.73041654,35.223574
26,4,33,31,70.3513732,47.463793
6,46,14,21,70.68208504,28.590101
18,15,50,8,68.72654057,42.189323
21,27,28,29,69.4284091,47.459886
33,9,40,50,70.07993674,47.46325
40,13,22,12,70.03490114,47.22585
33,28,26,40,69.9094553,47.463354
36,51,18,45,69.3456502,47.436622
11,28,40,48,68.79335546,39.195696
41,50,7,25,70.87547827,30.922002
50,14,49,6,70.87622142,38.343703
16,22,5,26,67.01181507,26.708964
25,10,17,28,69.73051214,47.325986
26,38,40,31,69.36881161,47.446557
33,18,49,12,69.89705181,47.226104
35,39,20,16,69.34237289,47.429773
12,7,6,11,69.17696953,28.703542
36,36,9,8,69.41310573,35.178161
9,8,4,8,66.92820406,21.800623
9,19,33,52,69.36355591,35.285306
38,40,30,17,69.69927955,47.455622
21,30,42,24,69.47317863,47.457191
32,52,4,51,69.33916402,21.796718
10,21,52,15,68.21414399,37.250069
43,19,48,8,69.39085221,42.180477
6,18,15,22,69.40199685,28.570272
11,34,32,35,69.32847309,39.177387
17,10,28,9,69.13848996,44.069006
36,35,16,26,69.50467825,46.984611
33,42,26,33,69.51020074,47.446532
27,33,11,38,69.67922854,39.163551
32,43,7,44,69.55646968,30.917085
27,38,11,37,69.21916437,39.176928
7,21,41,47,66.86744738,31.043392
9,35,34,7,69.00901842,35.248142
16,52,4,33,68.65403414,21.802332
33,42,28,7,69.24415588,40.239092
27,46,41,42,69.0132575,47.463391
31,45,11,25,69.14104033,39.176974
10,12,47,29,67.66421819,37.262143
17,34,31,25,69.16017199,47.331783
48,8,43,48,69.12730646,47.464523
20,46,38,17,69.11597657,47.44591
37,15,36,14,69.34304309,47.43644
50,5,31,45,68.91336608,47.464269
43,15,42,45,68.91708446,47.463318
30,26,9,50,69.09746695,35.233928
52,42,12,47,69.34275198,41.103836
25,4,51,47,69.08697295,47.463432
16,41,8,9,69.05539775,33.107089
29,8,27,12,69.02815819,47.227154
40,9,45,49,68.82728744,47.463101
7,48,33,47,69.58259153,31.024407
41,9,46,39,68.19633436,47.463238
11,33,8,43,69.74114728,33.153257
18,30,26,11,69.73369408,46.776277
29,40,27,9,69.53236151,44.078867
22,5,16,15,69.81458735,46.975117
22,46,39,38,70.03026724,47.442946
33,19,50,23,71.05143499,47.447775
35,5,45,22,69.76903653,47.449047
10,14,42,28,67.6569171,37.260438
18,4,29,48,69.77761745,47.436935
16,45,41,39,68.74244547,46.988312
12,21,34,25,71.34376693,41.094457
25,26,15,27,69.58773804,46.299716
40,13,43,9,71.22659349,44.078871
47,32,39,15,71.6080997,47.439326
35,8,29,40,69.72365713,47.44524
7,30,19,52,68.92932439,31.04341
26,7,7,38,69.94971156,30.941593
18,23,28,17,70.09866571,47.41757
8,39,36,12,71.2318964,33.236205
9,23,28,5,69.56174374,35.404463
36,47,46,45,68.99378586,47.454693
32,16,39,39,68.66357636,47.46366
49,34,41,11,71.19753671,46.766464
41,24,5,9,71.24716973,26.747545
11,37,6,42,68.99623775,28.692424
43,12,31,33,69.72166181,47.463416
37,28,18,21,71.21693325,47.436199
37,6,21,19,69.64635563,47.456766
24,7,27,35,71.15211654,47.462564
25,11,7,7,66.9379046,30.901139
23,20,12,15,71.27011609,41.098847
31,34,34,24,69.30456185,47.463649
21,29,11,52,68.98632431,39.169832
6,5,18,38,68.22204828,28.590211
50,22,28,30,69.24359441,47.452792
26,39,26,49,69.86207271,47.453652
24,32,17,16,71.11713028,47.322252
39,39,9,42,70.80386734,35.233933
12,25,51,46,69.20308852,41.112846
18,6,43,15,70.37849307,47.437056
52,48,47,37,70.42965221,47.46331
49,33,22,44,69.29580998,47.464422
26,25,18,35,68.52549911,47.436614
11,32,28,14,69.26790333,39.196246
52,27,11,5,70.51886797,36.308989
8,24,27,40,69.98673224,33.234863
26,27,44,35,70.14934015,47.464418
26,23,9,9,68.0450635,35.227372
20,17,30,11,70.05961132,46.780334
20,44,25,11,70.6575315,46.77676
29,22,45,29,68.58993363,47.46291
12,25,16,37,70.62835884,41.116301
37,44,32,41,70.06551647,47.46329
30,41,11,19,70.74428105,39.17692
16,46,38,43,69.88462377,46.988309
36,32,40,19,70.40752697,47.460699
4,51,11,29,70.31528568,23.243752
30,12,13,31,69.64873314,43.02414
42,52,47,18,68.97497106,47.44998
33,13,10,42,67.86999941,37.222992
34,8,36,14,68.52340245,47.421117
24,47,13,32,69.79010653,43.023504
10,43,42,11,68.2352531,37.263008
31,9,32,52,69.45280409,47.444646
30,39,41,31,70.77681088,47.447396
7,27,10,52,67.28606343,31.044444
43,47,24,14,70.70768356,47.43106
47,45,17,37,70.57424974,47.315467
21,43,52,50,70.35199094,47.440989
28,13,17,51,68.72306252,47.330017
13,14,46,9,68.6007607,43.011424
21,37,34,13,70.34297037,47.418021
49,17,20,44,70.62997222,47.445463
48,11,52,8,70.67706895,42.174481
44,17,41,19,68.77551198,47.461376
35,15,24,42,70.38003778,47.46236
22,46,12,28,69.51226759,41.103975
44,45,12,13,70.00059223,41.088795
52,4,51,34,69.35492468,47.463386
39,51,30,51,69.49450207,47.463612
16,43,8,48,69.33684444,33.151231
45,44,36,43,69.92908049,47.464286
5,17,49,39,68.86996269,25.816776
28,9,19,41,68.03297949,47.436887
7,39,29,15,69.66167521,31.043122
44,26,20,25,70.05803037,47.442732
40,26,41,4,69.47446561,34.413275
51,28,34,51,68.79444885,47.463867
30,5,18,50,70.55229473,47.438195
39,34,44,41,68.67076659,47.463953
16,50,49,7,70.8582592,40.239623
51,38,28,20,70.91248178,47.463271
17,15,14,16,69.44003487,44.92223
31,4,25,21,69.81210804,47.463867
29,46,20,21,71.04217672,47.446155
5,39,39,15,69.6026988,25.81359
40,27,36,23,69.50698924,47.464524
16,18,18,44,69.73452568,46.987517
42,23,26,32,69.12079477,47.464343
4,16,30,47,66.48702621,23.290396
31,50,52,17,69.36834335,47.466193
35,47,28,17,68.41613531,47.4662
22,15,5,12,68.54617953,26.713521
35,33,30,35,69.55550337,47.46352
45,24,50,30,69.51424861,47.463487
11,39,47,17,69.76805925,39.19587
43,44,19,43,67.8294313,47.43683
41,40,20,49,69.10971165,47.446147
42,45,32,24,69.5225687,47.463602
30,48,32,33,69.06513357,47.463727
34,41,9,51,68.8376956,35.233931
52,40,38,36,68.97497606,47.464304
16,51,40,44,69.51208973,46.988319
32,38,15,28,69.80128384,46.299741
13,43,41,15,68.68882251,43.024741
50,15,46,39,69.51208425,47.463887
32,36,14,11,68.83169484,44.925901
30,43,33,48,68.232692,47.463672
8,13,7,25,69.80446768,30.916588
47,9,23,41,70.19147134,47.443251
38,12,51,43,69.44103479,47.455707
5,41,38,46,70.51098585,25.806939
38,12,9,6,70.69453835,35.234362
42,23,30,16,69.64568329,47.434459
42,46,50,13,70.37091208,47.423796
34,35,33,10,69.08439517,45.870729
28,48,26,25,70.97642398,47.463961
10,4,12,40,69.37092853,36.98469
44,38,44,6,69.44954515,38.33197
33,12,24,45,70.94613767,47.458192
26,4,13,41,70.62022877,42.713206
7,18,46,15,70.18148732,31.04319
51,6,9,34,69.17305326,35.22103
35,25,20,20,70.23879361,47.426413
27,43,40,48,70.27292895,47.460106
33,20,8,42,70.39694786,33.135139
40,19,40,9,70.28277564,44.063778
27,17,9,33,71.95869875,35.228129
41,24,31,26,71.33297038,47.463602
14,7,8,35,69.45903921,33.140353
6,46,38,15,69.59913373,28.589952
29,30,26,29,69.24361253,47.463763
6,42,45,9,69.60792994,28.574908
9,35,52,33,71.53578782,35.285361
51,23,22,36,71.62644243,47.464224
6,37,5,46,69.59551954,26.704243
16,30,37,19,69.60547733,46.988072
7,27,35,32,69.05439973,31.043409
32,45,42,30,69.98137426,47.463712
27,22,38,37,69.74469924,47.463636
23,8,44,50,71.48918533,47.461579
22,34,28,10,69.52997994,45.881572
35,8,6,38,70.31598926,28.711225
50,40,38,35,71.42599559,47.464106
28,8,51,37,71.31028771,47.464131
51,36,19,27,69.81968164,47.436779
19,49,4,47,71.48380089,21.802338
11,9,13,23,68.91389155,39.19228
5,8,26,11,69.1456852,25.791317
31,4,39,35,70.49198651,47.464737
24,23,34,20,69.62677288,47.462822
40,39,14,38,68.9128511,44.927124
27,5,46,47,69.1878891,47.463216
30,10,35,23,69.48551941,47.463853
44,32,43,13,70.90178418,47.436351
4,25,16,22,70.69109368,23.289449
9,26,44,5,71.11709952,35.386984
14,21,19,8,70.91091061,42.171856
45,44,21,22,69.27118087,47.460715
49,40,31,23,70.41709185,47.444951
10,41,28,50,70.42621279,37.26009
16,9,27,14,70.74271727,46.98613
19,19,32,29,70.90734935,47.437868
15,40,11,29,70.93771482,39.161797
6,46,35,8,70.73161149,28.568983
12,31,9,5,70.55920315,35.393246
7,26,20,7,68.39726281,31.056798
37,22,6,22,68.30183363,28.69376
19,36,47,47,69.14730668,47.444953
33,49,21,47,69.69119763,47.458671
34,24,8,31,68.964113,33.158677
48,48,50,9,69.12162876,44.080813
5,25,49,9,68.17182517,25.805418
35,51,41,51,68.9849577,47.466854
52,28,42,35,70.95677996,47.459269
49,35,38,52,68.83494592,47.471607
12,48,45,44,69.07177305,41.116209
21,20,42,29,69.56935668,47.465214
37,36,4,25,68.73546195,21.809929
11,27,7,24,70.66080523,30.928748
5,16,7,43,68.28480625,26.093471
44,8,23,14,69.34443927,47.432944
35,14,30,9,69.59291458,44.072374
18,42,26,36,69.98386741,47.435978
10,13,10,38,68.6556797,37.23908
24,14,29,22,67.99100113,47.469831
20,31,4,49,68.16576719,21.801479
34,36,5,32,69.53623247,26.705282
52,28,32,26,70.23487306,47.463743
51,41,19,31,68.43150401,47.436851
13,25,6,12,68.72985339,28.708194
33,49,37,27,69.7047205,47.463619
21,34,5,45,68.35550022,26.708956
33,48,40,48,67.71318841,47.464753
28,29,7,21,68.60694528,30.921999
19,34,40,42,69.43825674,47.437373
50,14,22,17,69.6514554,47.466502
39,18,28,38,69.77478456,47.463047
45,9,22,43,68.78221369,47.463051
31,23,14,40,69.04046273,44.927012
6,27,17,12,67.92776656,28.592252
37,50,20,15,69.75101948,47.438158
33,51,10,34,68.9256835,37.233371
4,31,20,51,67.1718142,23.290474
23,36,27,37,70.54498768,47.461208
34,32,42,25,69.97631049,47.464341
37,24,18,14,68.45495343,47.437724
23,18,37,21,69.91964507,47.461252
28,13,10,48,68.68925142,37.214534
49,21,27,20,69.53807473,47.450181
45,32,33,42,69.0854578,47.464048
12,8,20,20,68.82922578,41.094177
44,34,4,45,67.52861214,21.782631
24,23,8,29,69.85300446,33.134887
36,25,35,35,68.70649481,47.463549
46,21,33,33,68.81275463,47.453318
10,47,24,12,69.08989429,37.241465
18,50,50,13,70.35474086,47.420263
15,27,30,44,69.5005846,46.290253
36,4,49,50,69.25539184,47.451058
7,15,49,10,69.38046432,31.03087
13,15,29,44,70.43525958,43.024559
50,39,15,30,69.91674018,46.291285
